image_path,emotion,cluster
happiness/img_5543.png,happiness,2
happiness/img_31011.png,happiness,2
happiness/img_5236.png,happiness,2
happiness/img_4715.png,happiness,2
happiness/img_8136.png,happiness,2
happiness/img_22433.png,happiness,0
happiness/img_9455.png,happiness,1
happiness/img_23251.png,happiness,0
happiness/img_35169.png,happiness,2
happiness/img_21212.png,happiness,2
happiness/img_12442.png,happiness,2
happiness/img_9447.png,happiness,1
happiness/img_9326.png,happiness,0
happiness/img_35459.png,happiness,0
happiness/img_23684.png,happiness,0
happiness/img_11079.png,happiness,2
happiness/img_5172.png,happiness,2
happiness/img_6285.png,happiness,0
happiness/img_13915.png,happiness,0
happiness/img_35213.png,happiness,2
happiness/img_29044.png,happiness,2
happiness/img_8740.png,happiness,2
happiness/img_2453.png,happiness,0
happiness/img_25671.png,happiness,1
happiness/img_32827.png,happiness,2
happiness/img_19021.png,happiness,2
happiness/img_21412.png,happiness,0
happiness/img_34771.png,happiness,0
happiness/img_19719.png,happiness,2
happiness/img_21861.png,happiness,2
happiness/img_10610.png,happiness,0
happiness/img_8293.png,happiness,0
happiness/img_33277.png,happiness,1
happiness/img_10145.png,happiness,1
happiness/img_20941.png,happiness,0
happiness/img_17543.png,happiness,1
happiness/img_16210.png,happiness,2
happiness/img_34527.png,happiness,0
happiness/img_35067.png,happiness,1
happiness/S066_003_00000012.png,happiness,1
happiness/img_18531.png,happiness,2
happiness/img_5909.png,happiness,1
happiness/img_7540.png,happiness,0
happiness/img_15099.png,happiness,0
happiness/img_27301.png,happiness,0
happiness/img_28477.png,happiness,2
happiness/img_26870.png,happiness,0
happiness/img_21935.png,happiness,1
happiness/img_26750.png,happiness,0
happiness/img_2328.png,happiness,0
happiness/img_31251.png,happiness,0
happiness/img_20745.png,happiness,2
happiness/img_10525.png,happiness,0
happiness/img_3426.png,happiness,0
happiness/img_24394.png,happiness,0
happiness/img_5766.png,happiness,1
happiness/img_34434.png,happiness,0
happiness/img_29769.png,happiness,1
happiness/img_29775.png,happiness,0
happiness/img_30417.png,happiness,0
happiness/img_14160.png,happiness,0
happiness/img_12833.png,happiness,0
happiness/img_7967.png,happiness,1
happiness/img_13541.png,happiness,2
happiness/img_14905.png,happiness,2
happiness/img_12370.png,happiness,1
happiness/img_6251.png,happiness,0
happiness/img_22913.png,happiness,2
happiness/img_19198.png,happiness,0
happiness/img_3958.png,happiness,0
happiness/AF28HAS.png,happiness,0
happiness/img_356.png,happiness,2
happiness/img_16170.png,happiness,1
happiness/img_2729.png,happiness,0
happiness/img_24153.png,happiness,2
happiness/img_23136.png,happiness,2
happiness/img_23525.png,happiness,2
happiness/img_27011.png,happiness,2
happiness/img_26143.png,happiness,0
happiness/img_15364.png,happiness,0
happiness/img_19246.png,happiness,1
happiness/img_11562.png,happiness,2
happiness/img_20583.png,happiness,1
happiness/img_99.png,happiness,0
happiness/img_18942.png,happiness,0
happiness/img_12153.png,happiness,1
happiness/img_8540.png,happiness,1
happiness/img_8256.png,happiness,0
happiness/AM29HAS.png,happiness,0
happiness/img_6436.png,happiness,0
happiness/img_14629.png,happiness,1
happiness/img_19927.png,happiness,2
happiness/img_21334.png,happiness,0
happiness/img_14643.png,happiness,2
happiness/img_14764.png,happiness,2
happiness/img_8284.png,happiness,2
happiness/img_27246.png,happiness,2
happiness/img_30261.png,happiness,2
happiness/img_13566.png,happiness,2
happiness/img_29136.png,happiness,1
happiness/img_1974.png,happiness,2
happiness/img_1046.png,happiness,2
happiness/img_28375.png,happiness,0
happiness/img_6947.png,happiness,2
happiness/img_24932.png,happiness,2
happiness/img_17957.png,happiness,0
happiness/img_4558.png,happiness,0
happiness/img_27502.png,happiness,2
happiness/img_30780.png,happiness,2
happiness/img_33944.png,happiness,0
happiness/img_1680.png,happiness,1
happiness/img_10722.png,happiness,2
happiness/img_20271.png,happiness,0
happiness/img_12174.png,happiness,0
happiness/img_5215.png,happiness,0
happiness/img_9967.png,happiness,0
happiness/img_7123.png,happiness,0
happiness/img_13969.png,happiness,2
happiness/S131_006_00000022.png,happiness,0
happiness/img_19130.png,happiness,1
happiness/img_16235.png,happiness,2
happiness/S094_004_00000011.png,happiness,2
happiness/img_17539.png,happiness,2
happiness/img_15419.png,happiness,1
happiness/img_1768.png,happiness,0
happiness/img_14399.png,happiness,2
happiness/img_2774.png,happiness,2
happiness/img_15450.png,happiness,2
happiness/img_1387.png,happiness,2
happiness/img_19971.png,happiness,0
happiness/img_4107.png,happiness,1
happiness/img_23135.png,happiness,2
happiness/img_13912.png,happiness,1
happiness/S050_006_00000023.png,happiness,0
happiness/img_32952.png,happiness,1
happiness/S014_005_00000017.png,happiness,0
happiness/img_14246.png,happiness,1
happiness/img_30636.png,happiness,1
happiness/img_29767.png,happiness,0
happiness/img_23461.png,happiness,0
happiness/img_5649.png,happiness,0
happiness/img_23377.png,happiness,2
happiness/img_18248.png,happiness,2
happiness/img_18059.png,happiness,1
happiness/S032_006_00000015.png,happiness,1
happiness/img_2554.png,happiness,2
happiness/img_22195.png,happiness,0
happiness/img_28103.png,happiness,2
happiness/img_19992.png,happiness,0
happiness/img_22763.png,happiness,2
happiness/img_7442.png,happiness,2
happiness/img_21848.png,happiness,2
happiness/img_11702.png,happiness,2
happiness/img_34888.png,happiness,2
happiness/img_33727.png,happiness,2
happiness/img_34662.png,happiness,0
happiness/img_29343.png,happiness,0
happiness/img_7674.png,happiness,2
happiness/img_18034.png,happiness,1
happiness/img_11245.png,happiness,0
happiness/img_2432.png,happiness,1
happiness/img_35885.png,happiness,0
happiness/img_29191.png,happiness,0
happiness/img_4215.png,happiness,0
happiness/img_31118.png,happiness,2
happiness/img_16834.png,happiness,2
happiness/img_23007.png,happiness,1
happiness/img_27092.png,happiness,1
happiness/img_34756.png,happiness,2
happiness/img_14546.png,happiness,2
happiness/img_26871.png,happiness,2
happiness/img_29647.png,happiness,2
happiness/img_19443.png,happiness,0
happiness/S068_002_00000015.png,happiness,0
happiness/img_14371.png,happiness,2
happiness/img_13766.png,happiness,2
happiness/img_6015.png,happiness,1
happiness/img_24284.png,happiness,2
happiness/img_6175.png,happiness,0
happiness/img_3202.png,happiness,0
happiness/img_1099.png,happiness,1
happiness/img_1254.png,happiness,1
happiness/img_29417.png,happiness,0
happiness/img_6882.png,happiness,0
happiness/img_8012.png,happiness,2
happiness/img_31707.png,happiness,1
happiness/img_5458.png,happiness,1
happiness/img_9469.png,happiness,2
happiness/img_1052.png,happiness,0
happiness/img_32618.png,happiness,0
happiness/img_32723.png,happiness,2
happiness/img_24546.png,happiness,1
happiness/img_11287.png,happiness,1
happiness/img_12398.png,happiness,0
happiness/img_17216.png,happiness,0
happiness/img_14771.png,happiness,2
happiness/img_35389.png,happiness,0
happiness/img_7548.png,happiness,0
happiness/img_19529.png,happiness,0
happiness/img_29111.png,happiness,1
happiness/img_27294.png,happiness,0
happiness/img_34145.png,happiness,0
happiness/img_721.png,happiness,0
happiness/img_28470.png,happiness,2
happiness/img_30891.png,happiness,1
happiness/img_27731.png,happiness,0
happiness/img_28270.png,happiness,0
happiness/img_29526.png,happiness,2
happiness/img_30178.png,happiness,2
happiness/S067_005_00000020.png,happiness,0
happiness/img_31274.png,happiness,1
happiness/img_19747.png,happiness,2
happiness/img_29910.png,happiness,0
happiness/img_22142.png,happiness,0
happiness/img_27229.png,happiness,0
happiness/S064_003_00000025.png,happiness,2
happiness/img_19989.png,happiness,0
happiness/S065_004_00000027.png,happiness,2
happiness/img_24148.png,happiness,1
happiness/img_28684.png,happiness,0
happiness/img_12790.png,happiness,2
happiness/img_8334.png,happiness,2
happiness/img_24244.png,happiness,1
happiness/img_20918.png,happiness,1
happiness/img_25676.png,happiness,2
happiness/img_14538.png,happiness,1
happiness/S132_006_00000023.png,happiness,2
happiness/img_14349.png,happiness,1
happiness/img_27610.png,happiness,2
happiness/img_2199.png,happiness,2
happiness/img_6220.png,happiness,2
happiness/img_32846.png,happiness,0
happiness/img_15832.png,happiness,2
happiness/img_5109.png,happiness,1
happiness/img_24459.png,happiness,0
happiness/img_13564.png,happiness,1
happiness/img_6781.png,happiness,1
happiness/img_3022.png,happiness,1
happiness/img_32087.png,happiness,1
happiness/img_27539.png,happiness,1
happiness/img_30676.png,happiness,2
happiness/img_22556.png,happiness,0
happiness/img_29566.png,happiness,1
happiness/img_15269.png,happiness,0
happiness/img_35042.png,happiness,2
happiness/img_23263.png,happiness,2
happiness/img_14275.png,happiness,2
happiness/img_8332.png,happiness,0
happiness/img_12268.png,happiness,0
happiness/img_16081.png,happiness,2
happiness/img_10235.png,happiness,0
happiness/img_11851.png,happiness,0
happiness/img_16693.png,happiness,2
happiness/img_14967.png,happiness,2
happiness/img_10590.png,happiness,2
happiness/img_18471.png,happiness,0
happiness/img_10638.png,happiness,1
happiness/img_20937.png,happiness,2
happiness/img_11486.png,happiness,2
happiness/img_27259.png,happiness,0
happiness/img_28590.png,happiness,2
happiness/img_22139.png,happiness,2
happiness/img_24426.png,happiness,2
happiness/img_22047.png,happiness,0
happiness/img_666.png,happiness,0
happiness/img_31806.png,happiness,0
happiness/img_13885.png,happiness,0
happiness/img_32294.png,happiness,2
happiness/img_12026.png,happiness,2
happiness/img_24864.png,happiness,2
happiness/img_14419.png,happiness,1
happiness/img_18629.png,happiness,0
happiness/img_4037.png,happiness,1
happiness/img_12172.png,happiness,0
happiness/img_6553.png,happiness,2
happiness/img_13523.png,happiness,1
happiness/img_15803.png,happiness,1
happiness/img_19547.png,happiness,2
happiness/img_9518.png,happiness,2
happiness/img_20253.png,happiness,1
happiness/img_24258.png,happiness,0
happiness/img_3784.png,happiness,2
happiness/img_21341.png,happiness,0
happiness/img_5093.png,happiness,2
happiness/img_1237.png,happiness,1
happiness/S130_013_00000015.png,happiness,0
happiness/img_18126.png,happiness,1
happiness/img_2064.png,happiness,1
happiness/img_13407.png,happiness,1
happiness/img_4090.png,happiness,0
happiness/img_21436.png,happiness,1
happiness/img_12761.png,happiness,2
happiness/img_34742.png,happiness,2
happiness/img_2817.png,happiness,2
happiness/img_7251.png,happiness,1
happiness/img_4664.png,happiness,0
happiness/img_33271.png,happiness,1
happiness/img_24271.png,happiness,2
happiness/img_27311.png,happiness,2
happiness/img_8316.png,happiness,2
happiness/img_27083.png,happiness,1
happiness/img_5160.png,happiness,1
happiness/img_7185.png,happiness,0
happiness/img_24743.png,happiness,0
happiness/img_25686.png,happiness,1
happiness/img_14863.png,happiness,2
happiness/img_3917.png,happiness,0
happiness/img_18049.png,happiness,2
happiness/img_13317.png,happiness,2
happiness/img_6875.png,happiness,2
happiness/img_29634.png,happiness,1
happiness/img_19419.png,happiness,0
happiness/img_14625.png,happiness,1
happiness/img_35675.png,happiness,2
happiness/img_23924.png,happiness,2
happiness/img_19245.png,happiness,0
happiness/img_23201.png,happiness,2
happiness/img_20127.png,happiness,2
happiness/img_406.png,happiness,1
happiness/img_1180.png,happiness,1
happiness/img_6625.png,happiness,0
happiness/img_4025.png,happiness,2
happiness/img_19505.png,happiness,0
happiness/img_1670.png,happiness,1
happiness/img_4893.png,happiness,1
happiness/img_12438.png,happiness,2
happiness/img_13990.png,happiness,2
happiness/img_24513.png,happiness,1
happiness/img_12590.png,happiness,0
happiness/img_14242.png,happiness,0
happiness/img_29722.png,happiness,2
happiness/img_33268.png,happiness,2
happiness/img_4576.png,happiness,2
happiness/img_18722.png,happiness,0
happiness/img_11921.png,happiness,1
happiness/img_5154.png,happiness,1
happiness/img_5313.png,happiness,0
happiness/img_10856.png,happiness,0
happiness/img_25477.png,happiness,1
happiness/img_1684.png,happiness,2
happiness/img_3957.png,happiness,1
happiness/img_21881.png,happiness,0
happiness/img_4310.png,happiness,1
happiness/img_32070.png,happiness,1
happiness/img_19514.png,happiness,2
happiness/img_13496.png,happiness,0
happiness/img_30554.png,happiness,0
happiness/img_12951.png,happiness,2
happiness/img_26007.png,happiness,2
happiness/img_28809.png,happiness,0
happiness/img_4948.png,happiness,2
happiness/img_16239.png,happiness,1
happiness/img_10447.png,happiness,2
happiness/img_9903.png,happiness,1
happiness/img_18747.png,happiness,2
happiness/img_23726.png,happiness,0
happiness/img_10248.png,happiness,0
happiness/img_15517.png,happiness,2
happiness/img_20129.png,happiness,2
happiness/img_3417.png,happiness,1
happiness/img_14539.png,happiness,0
happiness/img_29464.png,happiness,2
happiness/img_11522.png,happiness,2
happiness/img_8775.png,happiness,2
happiness/img_3281.png,happiness,0
happiness/img_984.png,happiness,0
happiness/S093_004_00000015.png,happiness,0
happiness/img_827.png,happiness,2
happiness/img_27155.png,happiness,2
happiness/img_34819.png,happiness,1
happiness/img_21846.png,happiness,2
happiness/img_34695.png,happiness,2
happiness/img_34524.png,happiness,2
happiness/AM03HAS.png,happiness,1
happiness/img_14278.png,happiness,1
happiness/img_13823.png,happiness,1
happiness/img_32897.png,happiness,2
happiness/img_10920.png,happiness,2
happiness/img_24364.png,happiness,2
happiness/img_8265.png,happiness,0
happiness/img_24648.png,happiness,2
happiness/img_28892.png,happiness,2
happiness/img_29474.png,happiness,2
happiness/img_3906.png,happiness,1
happiness/img_20756.png,happiness,2
happiness/img_17917.png,happiness,2
happiness/img_34370.png,happiness,2
happiness/img_30098.png,happiness,2
happiness/img_34645.png,happiness,1
happiness/img_18520.png,happiness,1
happiness/img_5571.png,happiness,1
happiness/img_20836.png,happiness,2
happiness/img_3499.png,happiness,0
happiness/img_11033.png,happiness,0
happiness/img_12742.png,happiness,2
happiness/img_6401.png,happiness,1
happiness/img_3132.png,happiness,0
happiness/img_14892.png,happiness,0
happiness/img_33700.png,happiness,1
happiness/img_28770.png,happiness,0
happiness/img_11501.png,happiness,1
happiness/img_27407.png,happiness,1
happiness/img_29650.png,happiness,2
happiness/img_10098.png,happiness,2
happiness/img_29649.png,happiness,2
happiness/img_13927.png,happiness,0
happiness/AM04HAS.png,happiness,0
happiness/img_23933.png,happiness,0
happiness/img_15646.png,happiness,2
happiness/img_5580.png,happiness,0
happiness/img_29177.png,happiness,1
happiness/img_31858.png,happiness,1
happiness/img_11791.png,happiness,2
happiness/img_2063.png,happiness,1
happiness/img_20414.png,happiness,0
happiness/img_18553.png,happiness,2
happiness/img_8641.png,happiness,2
happiness/img_6181.png,happiness,2
happiness/img_25328.png,happiness,0
happiness/img_30265.png,happiness,2
happiness/img_3678.png,happiness,2
happiness/img_20032.png,happiness,2
happiness/img_24096.png,happiness,0
happiness/img_13456.png,happiness,0
happiness/img_25385.png,happiness,0
happiness/img_20096.png,happiness,0
happiness/img_26743.png,happiness,0
happiness/img_15550.png,happiness,2
happiness/img_6717.png,happiness,0
happiness/img_9332.png,happiness,2
happiness/img_3552.png,happiness,2
happiness/img_9603.png,happiness,2
happiness/img_20207.png,happiness,2
happiness/img_19357.png,happiness,1
happiness/img_29483.png,happiness,0
happiness/img_11285.png,happiness,0
happiness/img_9858.png,happiness,1
happiness/img_9060.png,happiness,0
happiness/img_10697.png,happiness,2
happiness/img_25445.png,happiness,1
happiness/img_32084.png,happiness,1
happiness/img_10552.png,happiness,0
happiness/img_26196.png,happiness,2
happiness/img_8118.png,happiness,0
happiness/img_14712.png,happiness,1
happiness/img_22894.png,happiness,0
happiness/img_32628.png,happiness,2
happiness/img_10050.png,happiness,1
happiness/img_31316.png,happiness,2
happiness/img_9871.png,happiness,2
happiness/img_21694.png,happiness,1
happiness/img_4803.png,happiness,0
happiness/img_15398.png,happiness,2
happiness/img_30999.png,happiness,1
happiness/img_9166.png,happiness,0
happiness/img_5694.png,happiness,2
happiness/img_31853.png,happiness,0
happiness/img_17484.png,happiness,0
happiness/img_5237.png,happiness,1
happiness/img_3638.png,happiness,1
happiness/img_8838.png,happiness,1
happiness/img_21592.png,happiness,2
happiness/img_3585.png,happiness,1
happiness/img_14753.png,happiness,0
happiness/img_8488.png,happiness,0
happiness/img_17711.png,happiness,1
happiness/img_12914.png,happiness,0
happiness/img_29504.png,happiness,0
happiness/img_19045.png,happiness,1
happiness/img_15515.png,happiness,2
happiness/img_1568.png,happiness,1
happiness/img_34747.png,happiness,2
happiness/img_13618.png,happiness,2
happiness/img_29821.png,happiness,0
happiness/img_14537.png,happiness,2
happiness/img_20307.png,happiness,1
happiness/img_30264.png,happiness,2
happiness/img_13924.png,happiness,0
happiness/img_5991.png,happiness,0
happiness/img_6916.png,happiness,1
happiness/img_31178.png,happiness,2
happiness/img_22610.png,happiness,0
happiness/img_17224.png,happiness,0
happiness/img_2771.png,happiness,0
happiness/img_30143.png,happiness,2
happiness/img_561.png,happiness,0
happiness/img_21449.png,happiness,2
happiness/img_6218.png,happiness,0
happiness/img_20963.png,happiness,2
happiness/img_29679.png,happiness,1
happiness/img_10850.png,happiness,0
happiness/img_33168.png,happiness,2
happiness/img_1140.png,happiness,2
happiness/img_27474.png,happiness,0
happiness/img_12871.png,happiness,1
happiness/AM17HAS.png,happiness,0
happiness/img_19215.png,happiness,2
happiness/img_1881.png,happiness,2
happiness/img_4454.png,happiness,2
happiness/img_5756.png,happiness,2
happiness/img_14146.png,happiness,0
happiness/img_19465.png,happiness,2
happiness/img_30416.png,happiness,2
happiness/img_19748.png,happiness,0
happiness/img_27015.png,happiness,2
happiness/img_21534.png,happiness,1
happiness/img_10707.png,happiness,1
happiness/img_33898.png,happiness,2
happiness/img_3811.png,happiness,0
happiness/img_20370.png,happiness,2
happiness/img_2490.png,happiness,2
happiness/img_2541.png,happiness,2
happiness/img_26671.png,happiness,2
happiness/img_22672.png,happiness,2
happiness/img_22002.png,happiness,2
happiness/img_20361.png,happiness,2
happiness/img_24081.png,happiness,2
happiness/img_24723.png,happiness,2
happiness/img_29122.png,happiness,0
happiness/img_32027.png,happiness,2
happiness/img_26201.png,happiness,2
happiness/img_2920.png,happiness,2
happiness/img_15162.png,happiness,2
happiness/img_22888.png,happiness,2
happiness/img_10492.png,happiness,2
happiness/img_30661.png,happiness,2
happiness/img_30603.png,happiness,2
happiness/img_4363.png,happiness,2
happiness/S099_004_00000015.png,happiness,1
happiness/img_9636.png,happiness,0
happiness/img_9523.png,happiness,0
happiness/img_10280.png,happiness,0
happiness/img_28054.png,happiness,2
happiness/img_12966.png,happiness,0
happiness/img_4754.png,happiness,1
happiness/img_3457.png,happiness,2
happiness/img_9668.png,happiness,2
happiness/img_18504.png,happiness,2
happiness/img_18147.png,happiness,1
happiness/img_28649.png,happiness,0
happiness/img_11299.png,happiness,0
happiness/img_1936.png,happiness,1
happiness/img_28522.png,happiness,2
happiness/img_25454.png,happiness,0
happiness/AF14HAS.png,happiness,1
happiness/img_21835.png,happiness,0
happiness/img_30280.png,happiness,1
happiness/img_27552.png,happiness,1
happiness/img_24944.png,happiness,2
happiness/img_802.png,happiness,1
happiness/img_2528.png,happiness,2
happiness/img_15543.png,happiness,0
happiness/img_12281.png,happiness,0
happiness/img_25948.png,happiness,2
happiness/img_23707.png,happiness,2
happiness/img_2387.png,happiness,0
happiness/img_23339.png,happiness,1
happiness/img_27978.png,happiness,1
happiness/img_16221.png,happiness,1
happiness/img_1082.png,happiness,2
happiness/S066_003_00000011.png,happiness,0
happiness/img_31022.png,happiness,1
happiness/img_21340.png,happiness,1
happiness/img_14451.png,happiness,2
happiness/img_11166.png,happiness,1
happiness/img_27426.png,happiness,2
happiness/img_25672.png,happiness,2
happiness/img_20418.png,happiness,2
happiness/img_14922.png,happiness,2
happiness/img_28748.png,happiness,0
happiness/img_28337.png,happiness,0
happiness/img_20111.png,happiness,2
happiness/img_26357.png,happiness,0
happiness/img_29456.png,happiness,2
happiness/img_4156.png,happiness,0
happiness/img_22573.png,happiness,2
happiness/img_26077.png,happiness,2
happiness/img_13294.png,happiness,1
happiness/img_1074.png,happiness,0
happiness/img_26554.png,happiness,2
happiness/img_19328.png,happiness,2
happiness/img_33296.png,happiness,0
happiness/img_3345.png,happiness,2
happiness/img_7116.png,happiness,0
happiness/img_26033.png,happiness,1
happiness/img_13454.png,happiness,1
happiness/img_13241.png,happiness,2
happiness/img_18018.png,happiness,0
happiness/img_26604.png,happiness,0
happiness/img_5356.png,happiness,0
happiness/S135_012_00000018.png,happiness,0
happiness/img_18649.png,happiness,1
happiness/img_31908.png,happiness,2
happiness/img_34564.png,happiness,2
happiness/img_27463.png,happiness,2
happiness/img_27825.png,happiness,0
happiness/img_20984.png,happiness,0
happiness/img_3144.png,happiness,0
happiness/img_25413.png,happiness,0
happiness/img_15076.png,happiness,1
happiness/img_18080.png,happiness,2
happiness/img_23271.png,happiness,2
happiness/img_14792.png,happiness,0
happiness/img_23042.png,happiness,2
happiness/img_9407.png,happiness,2
happiness/img_32427.png,happiness,0
happiness/img_20938.png,happiness,2
happiness/img_14568.png,happiness,0
happiness/img_24904.png,happiness,2
happiness/img_34732.png,happiness,2
happiness/img_1539.png,happiness,1
happiness/img_18666.png,happiness,0
happiness/img_31966.png,happiness,1
happiness/img_4713.png,happiness,2
happiness/img_33895.png,happiness,2
happiness/img_3531.png,happiness,0
happiness/img_21494.png,happiness,2
happiness/img_32763.png,happiness,2
happiness/img_18413.png,happiness,2
happiness/img_15600.png,happiness,2
happiness/img_24126.png,happiness,2
happiness/img_17620.png,happiness,0
happiness/img_21618.png,happiness,0
happiness/img_24015.png,happiness,2
happiness/img_14314.png,happiness,1
happiness/img_14683.png,happiness,2
happiness/img_15548.png,happiness,0
happiness/img_21425.png,happiness,0
happiness/img_27903.png,happiness,0
happiness/img_9139.png,happiness,0
happiness/img_30908.png,happiness,0
happiness/img_21223.png,happiness,2
happiness/img_4094.png,happiness,2
happiness/img_15561.png,happiness,2
happiness/img_12439.png,happiness,0
happiness/img_5089.png,happiness,2
happiness/img_31410.png,happiness,2
happiness/img_1543.png,happiness,2
happiness/img_27647.png,happiness,2
happiness/img_27487.png,happiness,2
happiness/img_30256.png,happiness,0
happiness/img_32835.png,happiness,0
happiness/img_11637.png,happiness,2
happiness/img_21595.png,happiness,0
happiness/img_31683.png,happiness,2
happiness/img_31291.png,happiness,2
happiness/S125_005_00000012.png,happiness,1
happiness/img_24874.png,happiness,2
happiness/img_22661.png,happiness,0
happiness/img_12129.png,happiness,2
happiness/img_10914.png,happiness,0
happiness/img_4186.png,happiness,2
happiness/img_14285.png,happiness,0
happiness/img_32942.png,happiness,0
happiness/img_5102.png,happiness,2
happiness/img_12122.png,happiness,2
happiness/img_13859.png,happiness,1
happiness/img_14025.png,happiness,2
happiness/img_30672.png,happiness,2
happiness/img_20506.png,happiness,0
happiness/img_1698.png,happiness,2
happiness/img_29826.png,happiness,2
happiness/img_31061.png,happiness,2
happiness/img_11681.png,happiness,1
happiness/img_35082.png,happiness,2
happiness/img_31668.png,happiness,2
happiness/img_25567.png,happiness,0
happiness/img_15520.png,happiness,1
happiness/img_16491.png,happiness,1
happiness/img_17997.png,happiness,0
happiness/img_5410.png,happiness,2
happiness/img_35435.png,happiness,2
happiness/img_9925.png,happiness,2
happiness/img_952.png,happiness,2
happiness/img_28439.png,happiness,0
happiness/img_667.png,happiness,2
happiness/img_34392.png,happiness,0
happiness/img_8857.png,happiness,2
happiness/img_5362.png,happiness,2
happiness/img_5632.png,happiness,2
happiness/S044_003_00000013.png,happiness,0
happiness/img_30228.png,happiness,0
happiness/img_5821.png,happiness,2
happiness/img_17648.png,happiness,2
happiness/img_27722.png,happiness,0
happiness/img_10297.png,happiness,0
happiness/img_1913.png,happiness,0
happiness/img_9424.png,happiness,2
happiness/img_23841.png,happiness,1
happiness/img_6333.png,happiness,2
happiness/img_9660.png,happiness,2
happiness/img_5270.png,happiness,2
happiness/img_16857.png,happiness,2
happiness/img_33161.png,happiness,0
happiness/img_19524.png,happiness,1
happiness/img_2556.png,happiness,1
happiness/img_13473.png,happiness,0
happiness/img_14112.png,happiness,0
happiness/img_32037.png,happiness,2
happiness/img_31573.png,happiness,1
happiness/img_32262.png,happiness,2
happiness/img_8504.png,happiness,0
happiness/img_13480.png,happiness,1
happiness/img_26775.png,happiness,0
happiness/img_6823.png,happiness,2
happiness/img_13945.png,happiness,1
happiness/img_25285.png,happiness,0
happiness/img_5555.png,happiness,2
happiness/img_22903.png,happiness,1
happiness/img_12788.png,happiness,0
happiness/img_17552.png,happiness,2
happiness/img_35733.png,happiness,2
happiness/img_9070.png,happiness,1
happiness/img_9321.png,happiness,2
happiness/img_5468.png,happiness,2
happiness/img_7299.png,happiness,2
happiness/img_11356.png,happiness,0
happiness/img_26930.png,happiness,2
happiness/img_19229.png,happiness,2
happiness/img_15695.png,happiness,0
happiness/img_14486.png,happiness,2
happiness/img_19636.png,happiness,0
happiness/img_1793.png,happiness,2
happiness/img_15939.png,happiness,2
happiness/img_18576.png,happiness,1
happiness/img_22585.png,happiness,0
happiness/img_16611.png,happiness,2
happiness/img_6487.png,happiness,1
happiness/img_24496.png,happiness,0
happiness/img_35377.png,happiness,1
happiness/img_30245.png,happiness,1
